DEPT,GR,CAL,RESDEEP,RESMED,NPHI,RHOB,PE,TOC,VCLAY,VOTZ,VOTZ,VCLC,VPYR,VOM,BVH,BVWF,BVWI,Sw,OIP,SUM OIP,Electrofacies
8770.50,53.63,8.36,182.00,874.39,0.36,2.19,7.63,0.00,1.00,0.70,0.48,0.32,0.05,0.08,0.13,0.09,0.09,0.15,0.17,10.42,0.56
8771.00,111.64,5.44,437.04,1813.77,-0.04,2.52,4.04,0.02,1.00,0.71,0.52,0.17,0.06,0.02,0.35,0.13,0.07,0.44,0.06,5.05,0.88
8771.50,105.99,3.52,357.81,278.24,0.23,2.37,6.29,0.00,1.00,0.69,0.40,0.79,0.01,0.03,0.17,0.08,0.05,0.16,0.02,17.43,0.36
8772.00,137.20,2.73,406.03,503.35,0.37,2.91,6.80,0.07,1.00,0.72,0.31,0.11,0.06,0.09,0.29,0.08,0.07,0.92,0.06,41.02,0.32
8772.50,45.16,5.15,274.13,137.56,-0.09,2.49,8.78,0.04,1.00,0.71,0.32,0.32,0.02,0.06,0.06,0.13,0.05,0.65,0.14,49.87,0.61
8773.00,15.91,1.43,479.15,601.59,0.45,2.31,4.86,0.06,1.00,0.66,0.22,0.19,0.07,0.10,0.34,0.03,0.06,0.51,0.14,6.53,0.38
8773.50,41.66,14.29,1835.21,559.19,0.22,2.31,3.04,0.05,1.00,0.61,0.47,0.29,0.04,0.08,0.34,0.11,0.09,0.50,0.08,13.26,0.48
8774.00,138.87,7.47,1301.07,477.04,0.09,2.21,0.42,0.05,1.00,0.69,0.37,0.77,0.03,0.01,0.07,0.00,0.05,0.66,0.08,8.78,0.31
8774.50,13.01,14.76,1187.32,1168.28,0.28,2.71,9.69,0.01,1.00,0.63,0.23,0.73,0.04,0.02,0.08,0.02,0.05,0.47,0.18,27.61,0.49
8775.00,28.76,1.01,1421.01,20.01,0.19,2.43,7.91,0.03,1.00,0.62,0.43,0.44,0.00,0.05,0.06,0.03,0.05,0.49,0.03,48.32,0.99
8775.50,16.89,6.66,1738.79,1186.23,0.33,2.36,8.19,0.03,1.00,0.65,0.43,0.53,0.09,0.08,0.32,0.09,0.06,0.02,0.02,22.72,0.38
8776.00,11.06,9.43,458.41,1076.62,0.21,2.89,4.79,0.05,1.00,0.68,0.59,0.64,0.06,0.01,0.12,0.13,0.10,0.06,0.03,6.73,0.83
8776.50,83.90,5.51,441.67,1724.60,0.05,2.92,1.78,0.05,1.00,0.60,0.21,0.79,0.04,0.01,0.21,0.02,0.06,0.23,0.19,2.74,0.53
8777.00,132.01,8.54,1393.18,687.75,0.08,2.25,0.53,0.03,1.00,0.70,0.12,0.51,0.04,0.08,0.17,0.16,0.10,0.76,0.12,18.45,0.16
8777.50,20.05,11.65,1165.42,792.96,0.37,2.59,5.42,0.08,1.00,0.77,0.51,0.74,0.08,0.03,0.07,0.17,0.07,0.83,0.05,36.80,0.18
8778.00,29.79,6.79,1521.42,843.79,0.21,2.90,1.21,0.08,1.00,0.79,0.31,0.63,0.08,0.04,0.14,0.03,0.03,0.68,0.24,17.20,0.07
8778.50,4.89,3.88,1172.39,613.36,0.14,2.10,3.00,0.03,1.00,0.78,0.30,0.29,0.02,0.03,0.35,0.00,0.03,0.67,0.23,14.25,0.57
8779.00,4.01,7.98,927.82,1602.85,0.26,2.30,2.74,0.03,1.00,0.73,0.59,0.16,0.02,0.00,0.15,0.18,0.02,0.04,0.15,46.00,0.29
8779.50,1.32,4.20,668.84,1034.33,0.31,2.33,2.74,0.05,1.00,0.76,0.57,0.66,0.10,0.04,0.37,0.05,0.06,0.47,0.04,35.42,0.14
8780.00,75.74,15.22,955.88,171.34,-0.03,2.86,3.99,0.04,1.00,0.76,0.51,0.23,0.07,0.03,0.26,0.04,0.04,0.69,0.07,49.38,0.26
8780.50,5.98,7.08,1426.17,482.59,0.41,2.60,8.71,0.02,1.00,0.71,0.50,0.17,0.01,0.02,0.36,0.01,0.03,0.72,0.12,0.91,0.51
8781.00,81.69,3.17,538.42,1515.51,0.34,2.01,0.34,0.04,1.00,0.60,0.40,0.73,0.07,0.01,0.30,0.01,0.10,0.57,0.15,4.52,0.67
8781.50,17.41,0.37,1489.96,234.30,-0.13,2.21,1.62,0.04,1.00,0.66,0.35,0.69,0.08,0.04,0.39,0.15,0.05,0.69,0.04,14.38,0.71
8782.00,74.01,11.17,1637.59,955.27,-0.02,2.25,4.81,0.03,1.00,0.64,0.57,0.74,0.00,0.06,0.38,0.18,0.04,0.35,0.06,47.32,0.45
8782.50,115.80,14.49,73.41,501.94,0.35,2.38,6.05,0.03,1.00,0.64,0.18,0.53,0.02,0.06,0.10,0.01,0.10,0.53,0.22,37.89,0.19
8783.00,2.18,11.40,981.76,1622.37,0.14,2.14,0.40,0.07,1.00,0.65,0.35,0.15,0.05,0.06,0.16,0.03,0.08,0.70,0.16,17.57,0.33
8783.50,138.33,0.63,1425.35,1189.45,0.43,2.86,8.46,0.07,1.00,0.71,0.39,0.31,0.02,0.05,0.21,0.09,0.09,0.71,0.18,40.38,0.57
8784.00,110.15,7.57,1559.09,654.16,0.29,2.57,5.50,0.03,1.00,0.76,0.16,0.61,0.08,0.09,0.08,0.09,0.03,0.92,0.18,36.29,0.47
8784.50,22.35,2.11,1477.40,958.93,0.21,2.92,6.73,0.10,1.00,0.76,0.27,0.44,0.03,0.03,0.40,0.13,0.01,0.51,0.03,46.13,0.54
8785.00,39.33,14.09,1913.03,661.24,0.37,2.15,0.59,0.06,1.00,0.65,0.58,0.75,0.04,0.09,0.18,0.16,0.02,0.32,0.19,16.70,0.41
8785.50,48.11,9.16,1584.02,172.47,0.31,2.84,5.74,0.03,1.00,0.71,0.49,0.67,0.04,0.02,0.03,0.03,0.03,0.65,0.03,35.66,0.55
8786.00,149.69,3.80,98.77,131.68,0.37,2.24,5.58,0.02,1.00,0.67,0.14,0.19,0.06,0.04,0.39,0.11,0.04,0.71,0.08,32.91,0.89
8786.50,42.90,2.69,1890.09,1733.99,0.22,2.08,8.79,0.08,1.00,0.68,0.49,0.21,0.05,0.08,0.12,0.17,0.07,0.85,0.10,44.37,0.53
8787.00,62.89,9.34,382.69,1859.45,-0.02,1.96,5.42,0.10,1.00,0.69,0.13,0.58,0.05,0.05,0.16,0.01,0.02,0.61,0.16,17.56,0.89
8787.50,51.67,5.24,1797.18,1742.09,0.02,2.55,2.32,0.09,1.00,0.63,0.45,0.29,0.03,0.02,0.37,0.14,0.06,0.36,0.22,5.52,0.66
8788.00,33.09,7.27,826.82,1836.77,-0.02,2.60,1.29,0.02,1.00,0.72,0.13,0.61,0.10,0.10,0.38,0.07,0.08,0.09,0.03,33.41,0.34
8788.50,137.72,1.24,1803.73,182.69,0.03,2.42,2.53,0.00,1.00,0.62,0.39,0.40,0.08,0.06,0.33,0.19,0.07,0.39,0.14,39.17,0.87
8789.00,63.91,14.27,506.69,1544.10,0.35,2.71,5.67,0.03,1.00,0.71,0.23,0.62,0.09,0.08,0.13,0.10,0.07,0.17,0.24,22.22,0.68
8789.50,85.75,5.79,1671.76,1157.66,0.35,2.26,6.61,0.08,1.00,0.60,0.34,0.34,0.01,0.05,0.20,0.03,0.05,0.58,0.23,45.97,0.65
8790.00,123.55,11.00,164.69,66.66,0.08,2.17,1.62,0.06,1.00,0.80,0.55,0.32,0.00,0.03,0.09,0.16,0.06,0.89,0.01,25.03,0.54
8790.50,141.03,4.65,983.23,1734.34,0.36,2.89,3.72,0.08,1.00,0.63,0.20,0.51,0.05,0.09,0.21,0.08,0.06,0.32,0.08,8.87,0.98
8791.00,103.92,15.61,1399.00,1814.88,0.37,2.43,8.19,0.04,1.00,0.64,0.24,0.59,0.05,0.04,0.16,0.12,0.07,0.84,0.06,29.47,0.52
8791.50,89.44,8.82,1591.10,1745.48,0.14,2.15,1.51,0.05,1.00,0.73,0.11,0.18,0.00,0.10,0.40,0.20,0.04,0.93,0.03,6.05,0.17
8792.00,108.75,15.63,1801.56,458.04,0.26,2.63,0.17,0.02,1.00,0.70,0.12,0.28,0.07,0.04,0.17,0.00,0.03,0.66,0.01,46.27,0.42
8792.50,122.87,6.16,678.44,1438.99,0.28,2.68,1.04,0.09,1.00,0.64,0.31,0.37,0.07,0.06,0.27,0.19,0.06,0.63,0.15,42.09,0.55
8793.00,129.98,1.92,1355.96,448.17,-0.01,2.58,4.47,0.04,1.00,0.71,0.52,0.43,0.07,0.05,0.14,0.18,0.00,0.81,0.23,4.85,0.24
8793.50,5.82,9.39,1497.40,1689.67,0.44,2.74,8.37,0.07,1.00,0.68,0.41,0.59,0.01,0.07,0.20,0.13,0.03,0.12,0.07,19.69,0.51
8794.00,31.12,3.49,486.19,793.20,0.07,2.89,3.16,0.05,1.00,0.73,0.39,0.12,0.02,0.10,0.38,0.12,0.10,0.04,0.05,36.31,0.67
8794.50,77.91,11.67,1297.55,57.39,0.15,2.45,7.87,0.06,1.00,0.65,0.54,0.66,0.02,0.02,0.27,0.13,0.05,0.17,0.03,36.88,0.88
8795.00,34.83,1.71,1796.36,525.95,-0.06,2.20,7.38,0.01,1.00,0.78,0.12,0.45,0.01,0.07,0.09,0.10,0.03,0.04,0.24,26.63,0.78
8795.50,47.39,6.95,511.19,302.53,0.20,2.10,8.26,0.02,1.00,0.79,0.13,0.28,0.04,0.09,0.18,0.19,0.03,0.57,0.21,37.38,0.68
8796.00,73.08,15.79,1716.85,1616.98,0.02,2.80,7.66,0.02,1.00,0.78,0.40,0.54,0.05,0.01,0.25,0.01,0.09,0.96,0.17,28.80,0.32
8796.50,99.09,7.24,1926.04,867.79,0.23,2.23,4.08,0.07,1.00,0.74,0.20,0.57,0.00,0.08,0.35,0.02,0.05,0.33,0.03,10.92,0.00
8797.00,68.57,4.47,1667.75,1489.50,-0.09,2.75,7.43,0.01,1.00,0.79,0.17,0.28,0.04,0.03,0.01,0.19,0.06,0.53,0.07,16.21,0.99
8797.50,33.75,9.07,1410.17,1484.47,0.14,2.01,9.52,0.04,1.00,0.70,0.43,0.34,0.08,0.01,0.14,0.14,0.04,0.45,0.18,14.62,0.44
8798.00,139.48,6.93,554.44,875.04,0.22,2.32,4.86,0.01,1.00,0.69,0.48,0.26,0.01,0.01,0.30,0.17,0.05,0.47,0.08,6.86,0.19
8798.50,79.32,7.39,1536.21,1789.87,-0.10,2.91,2.89,0.05,1.00,0.74,0.25,0.21,0.03,0.09,0.15,0.05,0.07,0.01,0.23,28.50,0.40
8799.00,0.89,0.47,1877.25,760.43,0.28,2.21,2.61,0.03,1.00,0.73,0.32,0.36,0.05,0.07,0.17,0.19,0.09,0.23,0.07,18.43,0.22
8799.50,112.17,6.23,877.46,1473.01,0.09,2.78,3.53,0.02,1.00,0.78,0.32,0.72,0.03,0.04,0.05,0.05,0.05,0.91,0.20,42.15,0.55
8800.00,65.53,15.74,94.31,1947.04,0.32,2.52,6.78,0.07,1.00,0.67,0.13,0.68,0.03,0.06,0.29,0.11,0.01,0.16,0.19,13.47,0.25
8800.50,86.16,15.11,1011.35,1951.11,-0.12,2.92,7.16,0.07,1.00,0.78,0.32,0.41,0.04,0.08,0.37,0.10,0.08,0.89,0.00,49.08,0.03
8801.00,113.95,0.48,518.62,496.88,0.33,2.88,9.43,0.04,1.00,0.74,0.21,0.40,0.02,0.09,0.07,0.16,0.04,0.02,0.14,29.48,0.63
8801.50,71.39,8.13,1734.34,114.95,0.11,2.42,7.00,0.03,1.00,0.74,0.20,0.16,0.07,0.07,0.25,0.08,0.05,0.92,0.07,7.26,0.90
8802.00,98.87,12.75,1767.07,560.54,0.02,2.26,5.85,0.10,1.00,0.68,0.53,0.35,0.05,0.03,0.05,0.09,0.06,0.80,0.13,2.87,0.66
8802.50,50.60,10.04,1176.13,833.46,0.08,2.01,4.46,0.03,1.00,0.78,0.16,0.77,0.00,0.04,0.35,0.12,0.10,0.56,0.13,35.91,0.25
8803.00,92.71,6.57,1696.44,657.11,0.32,2.85,1.79,0.05,1.00,0.70,0.19,0.68,0.10,0.06,0.21,0.01,0.04,0.54,0.09,29.26,0.13
8803.50,85.82,8.40,1818.25,1257.84,0.03,2.38,5.92,0.03,1.00,0.72,0.58,0.72,0.04,0.07,0.15,0.05,0.10,0.38,0.02,7.89,0.57
8804.00,8.81,5.56,1756.43,1838.50,-0.14,2.35,2.97,0.06,1.00,0.77,0.48,0.73,0.05,0.08,0.32,0.09,0.06,0.36,0.03,45.10,0.46
8804.50,74.07,7.70,1160.76,1722.89,0.38,2.33,2.92,0.07,1.00,0.75,0.36,0.22,0.01,0.06,0.21,0.15,0.06,0.65,0.08,35.75,0.76
8805.00,25.37,3.53,906.79,1279.84,-0.00,2.89,3.14,0.03,1.00,0.71,0.57,0.66,0.09,0.10,0.39,0.01,0.03,0.60,0.18,15.91,0.60
8805.50,149.20,8.92,1822.56,1803.31,0.22,2.78,0.05,0.04,1.00,0.74,0.12,0.23,0.06,0.01,0.17,0.17,0.09,0.89,0.22,48.53,0.96
8806.00,115.42,14.51,472.40,1709.52,-0.14,2.34,2.18,0.06,1.00,0.67,0.57,0.16,0.04,0.03,0.19,0.08,0.04,0.21,0.01,0.01,0.80
8806.50,12.09,2.80,1202.39,701.60,-0.04,2.18,8.55,0.08,1.00,0.65,0.13,0.20,0.04,0.09,0.28,0.02,0.02,0.09,0.22,17.51,0.43
8807.00,45.64,5.13,1285.97,92.04,0.02,1.97,4.40,0.03,1.00,0.69,0.13,0.19,0.04,0.08,0.03,0.05,0.06,0.53,0.04,15.94,0.43
8807.50,113.72,1.78,1316.16,618.24,0.25,2.37,1.39,0.06,1.00,0.71,0.37,0.33,0.07,0.03,0.15,0.06,0.04,0.72,0.06,5.52,0.02
8808.00,11.24,14.01,273.34,1749.83,-0.10,2.18,0.33,0.06,1.00,0.74,0.12,0.73,0.02,0.06,0.33,0.18,0.00,0.56,0.14,8.90,0.44
8808.50,143.43,3.18,1215.42,1548.86,-0.00,2.80,4.14,0.06,1.00,0.78,0.41,0.74,0.05,0.05,0.22,0.17,0.05,0.95,0.23,31.64,0.24
8809.00,139.51,11.46,1986.88,1158.63,0.40,2.29,4.50,0.06,1.00,0.63,0.44,0.40,0.02,0.10,0.06,0.16,0.01,0.47,0.12,43.56,0.69
8809.50,121.04,11.72,874.81,1806.90,-0.04,2.62,9.37,0.05,1.00,0.62,0.25,0.48,0.08,0.07,0.18,0.12,0.01,0.90,0.23,10.74,0.08
8810.00,23.66,12.19,476.35,1761.02,0.25,2.53,1.04,0.06,1.00,0.70,0.30,0.36,0.02,0.06,0.05,0.02,0.09,0.50,0.20,18.54,0.34
8810.50,22.52,12.12,1980.69,950.78,0.26,1.97,6.85,0.09,1.00,0.77,0.40,0.62,0.04,0.01,0.18,0.03,0.07,0.56,0.11,48.06,0.11
8811.00,65.06,15.55,365.21,17.23,0.04,2.62,3.65,0.00,1.00,0.75,0.21,0.73,0.06,0.09,0.08,0.15,0.00,0.43,0.07,21.22,1.00
8811.50,126.79,6.90,904.12,701.01,0.01,2.56,1.53,0.04,1.00,0.75,0.32,0.23,0.03,0.01,0.05,0.09,0.01,0.24,0.24,38.32,0.75
8812.00,115.19,6.90,1368.50,1675.73,0.10,2.93,0.59,0.06,1.00,0.70,0.27,0.23,0.03,0.07,0.02,0.01,0.03,0.03,0.03,33.73,0.82
8812.50,77.40,7.15,1119.59,1803.22,0.44,2.56,2.89,0.06,1.00,0.60,0.10,0.34,0.07,0.02,0.40,0.00,0.06,0.33,0.17,26.22,0.24
8813.00,79.36,13.32,58.56,4.53,0.38,2.57,2.99,0.08,1.00,0.74,0.15,0.55,0.01,0.07,0.27,0.09,0.02,0.51,0.08,47.89,0.18
8813.50,40.75,13.32,180.47,1798.69,0.12,2.25,0.39,0.05,1.00,0.78,0.35,0.55,0.05,0.02,0.36,0.04,0.04,0.07,0.17,25.00,0.42
8814.00,70.01,13.11,173.53,1185.90,0.09,2.73,3.04,0.09,1.00,0.68,0.43,0.41,0.06,0.06,0.09,0.12,0.09,0.47,0.07,25.69,0.82
8814.50,128.96,10.42,549.97,1175.52,0.42,2.90,0.27,0.09,1.00,0.70,0.31,0.65,0.07,0.01,0.13,0.08,0.03,0.75,0.04,38.21,0.65
8815.00,77.69,9.01,1324.35,215.72,0.30,2.95,9.84,0.09,1.00,0.72,0.48,0.16,0.08,0.04,0.09,0.02,0.05,0.26,0.17,23.08,0.44
8815.50,36.87,6.80,945.84,1626.04,-0.04,2.49,7.92,0.09,1.00,0.61,0.47,0.13,0.10,0.00,0.05,0.11,0.09,0.53,0.25,46.51,0.37
8816.00,32.00,11.08,921.61,786.65,0.25,2.63,6.48,0.10,1.00,0.64,0.39,0.44,0.00,0.03,0.36,0.02,0.01,0.32,0.03,1.47,0.66
8816.50,142.01,1.56,477.10,1951.74,0.27,2.52,7.87,0.07,1.00,0.61,0.44,0.30,0.04,0.08,0.31,0.07,0.08,0.56,0.08,14.11,0.17
8817.00,101.07,11.31,1309.08,521.72,0.17,2.40,3.75,0.07,1.00,0.76,0.30,0.42,0.01,0.03,0.02,0.06,0.02,0.29,0.09,47.86,0.00
8817.50,101.08,8.61,235.32,993.44,0.26,2.38,1.91,0.08,1.00,0.70,0.13,0.14,0.08,0.01,0.26,0.15,0.07,0.53,0.04,36.16,0.69
8818.00,21.72,10.05,590.93,337.12,-0.07,2.29,8.95,0.08,1.00,0.79,0.37,0.23,0.10,0.07,0.37,0.10,0.09,0.77,0.01,16.63,0.44
8818.50,104.11,0.89,1099.83,419.65,-0.04,2.26,4.94,0.10,1.00,0.68,0.14,0.57,0.09,0.09,0.10,0.06,0.04,0.43,0.06,3.82,0.94
8819.00,1.13,5.74,432.64,831.54,0.07,2.07,5.20,0.02,1.00,0.76,0.48,0.10,0.06,0.00,0.13,0.17,0.05,0.99,0.18,12.20,0.68
8819.50,140.73,9.81,1647.67,1301.70,-0.06,2.52,8.47,0.08,1.00,0.75,0.37,0.14,0.05,0.02,0.11,0.11,0.06,0.03,0.15,24.40,0.64
8820.00,141.43,6.47,280.10,1489.25,0.20,2.95,3.40,0.07,1.00,0.63,0.47,0.10,0.04,0.03,0.07,0.10,0.03,0.65,0.09,16.36,0.48
8820.50,80.44,14.07,1126.70,14.87,0.26,2.27,0.75,0.02,1.00,0.73,0.58,0.61,0.01,0.07,0.03,0.04,0.01,0.94,0.16,5.00,0.31
8821.00,45.67,7.30,1303.03,957.82,0.20,2.23,7.07,0.08,1.00,0.65,0.56,0.38,0.03,0.00,0.33,0.07,0.02,0.26,0.05,28.52,0.59
8821.50,34.99,15.02,376.68,1027.31,0.16,2.18,8.78,0.08,1.00,0.71,0.44,0.51,0.10,0.02,0.11,0.03,0.06,0.26,0.15,30.41,0.46
8822.00,59.68,5.26,1219.42,1823.65,0.32,1.95,7.37,0.04,1.00,0.63,0.41,0.25,0.08,0.06,0.32,0.10,0.00,0.38,0.05,16.47,0.99
8822.50,27.41,8.76,1278.34,1673.45,0.45,2.72,4.79,0.09,1.00,0.70,0.33,0.51,0.05,0.04,0.07,0.08,0.08,0.81,0.15,17.52,0.92
8823.00,69.20,6.61,202.91,873.52,0.01,2.62,9.93,0.01,1.00,0.67,0.42,0.41,0.01,0.04,0.34,0.09,0.09,0.86,0.07,17.43,0.61
8823.50,20.78,11.30,1071.03,934.53,0.12,2.88,8.26,0.09,1.00,0.62,0.32,0.15,0.10,0.09,0.26,0.04,0.04,0.37,0.12,23.19,0.47
8824.00,110.08,13.36,260.71,1869.11,-0.06,2.32,9.43,0.10,1.00,0.71,0.29,0.20,0.02,0.01,0.03,0.17,0.00,0.59,0.23,32.96,0.18
8824.50,49.39,10.20,1926.97,1292.92,-0.05,2.80,4.92,0.08,1.00,0.71,0.41,0.13,0.09,0.03,0.37,0.16,0.04,0.29,0.06,2.30,0.89
8825.00,9.85,14.49,572.27,1810.52,-0.00,1.97,8.54,0.03,1.00,0.79,0.23,0.19,0.03,0.02,0.03,0.08,0.01,0.55,0.15,41.99,0.23
8825.50,140.87,3.17,940.08,286.81,0.07,2.19,0.48,0.08,1.00,0.68,0.19,0.13,0.01,0.02,0.39,0.12,0.09,0.55,0.03,49.36,0.81
8826.00,43.26,4.24,195.18,1356.16,0.13,2.03,0.72,0.06,1.00,0.73,0.56,0.44,0.01,0.04,0.30,0.00,0.06,0.27,0.18,9.06,0.58
8826.50,53.18,9.84,327.71,1137.05,-0.02,2.46,8.15,0.06,1.00,0.80,0.39,0.77,0.08,0.05,0.20,0.10,0.00,0.57,0.20,39.92,0.93
8827.00,1.48,4.11,582.00,1990.58,0.34,1.98,8.99,0.07,1.00,0.75,0.30,0.13,0.07,0.03,0.21,0.17,0.06,0.84,0.16,15.95,0.58
8827.50,43.45,5.22,1121.81,1843.00,0.15,1.96,8.79,0.09,1.00,0.78,0.38,0.48,0.02,0.09,0.34,0.03,0.03,0.89,0.00,45.30,0.70
8828.00,130.88,10.78,738.49,397.42,-0.06,2.07,9.42,0.01,1.00,0.66,0.27,0.25,0.04,0.10,0.31,0.19,0.05,0.77,0.03,24.56,0.52
8828.50,74.85,11.25,1003.61,292.96,0.41,2.38,8.42,0.02,1.00,0.66,0.11,0.27,0.07,0.00,0.34,0.06,0.01,0.53,0.25,4.80,0.03
8829.00,21.23,9.97,165.86,1149.88,0.29,2.61,1.73,0.00,1.00,0.73,0.24,0.43,0.04,0.04,0.16,0.08,0.04,0.47,0.08,21.73,0.80
8829.50,124.99,7.04,1627.56,372.84,0.35,2.83,7.34,0.03,1.00,0.70,0.37,0.12,0.06,0.03,0.28,0.01,0.03,0.30,0.04,31.73,0.48
8830.00,64.20,9.47,172.15,751.85,0.10,2.16,4.55,0.06,1.00,0.71,0.17,0.75,0.08,0.06,0.32,0.02,0.01,0.37,0.06,30.92,0.29
8830.50,134.15,15.96,1947.90,211.03,0.18,2.19,9.57,0.08,1.00,0.79,0.36,0.26,0.02,0.01,0.23,0.10,0.00,0.32,0.20,26.57,0.55
8831.00,24.52,10.55,1576.96,1503.77,-0.13,2.38,8.34,0.01,1.00,0.64,0.16,0.53,0.05,0.02,0.14,0.04,0.06,0.73,0.08,26.36,0.52
8831.50,141.66,13.13,1475.13,283.28,0.38,2.70,4.97,0.02,1.00,0.72,0.12,0.38,0.06,0.02,0.22,0.19,0.00,0.92,0.10,10.52,0.55
8832.00,140.83,15.78,1973.22,1919.88,-0.08,2.41,0.21,0.10,1.00,0.64,0.38,0.57,0.04,0.08,0.24,0.20,0.09,0.97,0.15,17.58,0.62
8832.50,48.10,12.77,1006.04,676.61,0.11,2.47,2.43,0.08,1.00,0.73,0.24,0.57,0.08,0.04,0.35,0.18,0.03,0.49,0.09,10.29,0.66
8833.00,122.65,8.65,173.16,944.80,-0.02,2.57,1.28,0.01,1.00,0.61,0.16,0.25,0.01,0.03,0.07,0.02,0.03,0.22,0.20,22.49,0.49
8833.50,82.51,6.64,1607.22,1834.42,0.07,2.84,8.06,0.09,1.00,0.73,0.25,0.68,0.07,0.01,0.36,0.18,0.07,0.08,0.05,19.72,0.40
8834.00,117.22,12.92,1703.68,338.39,0.19,1.98,5.50,0.04,1.00,0.62,0.44,0.15,0.07,0.02,0.07,0.03,0.05,0.64,0.02,34.19,0.20
8834.50,75.25,15.58,235.97,1467.64,0.16,2.02,0.69,0.09,1.00,0.78,0.44,0.73,0.07,0.09,0.26,0.17,0.04,0.83,0.16,31.36,0.56
8835.00,44.23,8.02,833.31,1573.74,0.23,2.06,5.58,0.07,1.00,0.68,0.49,0.43,0.02,0.01,0.35,0.01,0.07,0.06,0.06,8.40,0.84
8835.50,141.95,3.30,1633.46,1401.18,0.40,2.01,5.14,0.00,1.00,0.63,0.51,0.29,0.04,0.08,0.38,0.07,0.02,0.33,0.14,9.01,0.95
8836.00,10.93,13.38,1064.33,698.70,0.24,2.05,7.06,0.04,1.00,0.67,0.11,0.79,0.09,0.04,0.22,0.19,0.07,0.83,0.08,49.67,0.98
8836.50,149.81,3.63,727.52,1798.83,0.13,2.18,6.62,0.03,1.00,0.69,0.43,0.62,0.05,0.06,0.19,0.12,0.08,0.18,0.06,38.02,0.59
8837.00,40.18,15.71,605.20,1302.51,0.19,2.33,4.65,0.09,1.00,0.65,0.13,0.58,0.09,0.00,0.02,0.11,0.08,0.77,0.10,44.26,0.55
8837.50,80.40,11.59,118.75,719.39,-0.06,2.63,1.43,0.01,1.00,0.64,0.31,0.25,0.01,0.05,0.23,0.07,0.01,0.23,0.16,34.09,0.44
8838.00,67.83,6.57,350.92,664.59,-0.11,2.71,4.51,0.03,1.00,0.72,0.35,0.79,0.01,0.04,0.06,0.04,0.00,0.49,0.03,14.46,0.92
8838.50,54.84,13.23,88.20,1169.20,0.04,2.63,5.93,0.05,1.00,0.66,0.34,0.68,0.02,0.06,0.16,0.20,0.06,0.75,0.04,14.99,0.97
8839.00,22.10,3.53,785.90,92.95,0.13,2.16,7.27,0.07,1.00,0.79,0.30,0.49,0.07,0.04,0.19,0.12,0.01,0.75,0.04,37.79,0.65
8839.50,0.02,7.99,10.59,1090.76,0.02,2.32,4.56,0.09,1.00,0.74,0.37,0.71,0.03,0.01,0.36,0.07,0.03,0.31,0.17,33.07,0.70
8840.00,7.55,11.14,665.21,171.39,-0.03,2.76,4.26,0.09,1.00,0.66,0.23,0.49,0.03,0.06,0.38,0.19,0.01,0.48,0.10,13.60,0.80
8840.50,59.20,0.05,736.65,322.84,0.28,2.78,4.03,0.05,1.00,0.72,0.51,0.80,0.03,0.03,0.02,0.07,0.05,0.88,0.06,40.57,0.18
8841.00,103.68,6.57,690.69,1093.41,0.31,2.71,5.27,0.07,1.00,0.69,0.54,0.22,0.05,0.01,0.36,0.18,0.06,0.09,0.25,32.72,0.66
8841.50,98.22,11.92,577.96,1872.37,0.31,2.13,0.70,0.07,1.00,0.66,0.15,0.36,0.03,0.06,0.35,0.06,0.03,0.84,0.09,35.72,0.63
8842.00,0.59,11.01,156.44,1113.89,-0.03,2.48,7.28,0.08,1.00,0.71,0.58,0.42,0.08,0.07,0.14,0.13,0.05,0.11,0.17,18.79,0.23
8842.50,70.56,5.38,1536.11,1954.38,0.14,2.43,9.43,0.09,1.00,0.62,0.60,0.73,0.02,0.03,0.08,0.16,0.06,0.46,0.23,14.28,0.12
8843.00,18.46,13.45,640.52,651.92,0.40,2.63,5.53,0.09,1.00,0.65,0.50,0.77,0.03,0.08,0.33,0.13,0.04,0.50,0.01,46.64,0.31
8843.50,93.88,15.58,1469.76,1838.99,0.30,2.68,6.98,0.08,1.00,0.68,0.48,0.66,0.02,0.09,0.24,0.04,0.05,0.98,0.10,25.22,0.15
8844.00,95.46,9.81,1956.52,1320.50,0.28,2.14,7.17,0.06,1.00,0.69,0.36,0.57,0.08,0.00,0.15,0.14,0.07,0.58,0.16,12.08,0.55
8844.50,82.06,11.37,895.91,808.97,0.03,2.18,1.08,0.08,1.00,0.69,0.12,0.20,0.09,0.09,0.03,0.17,0.09,0.51,0.14,9.16,0.65
8845.00,147.69,9.16,197.06,1258.17,-0.14,2.30,7.39,0.04,1.00,0.65,0.38,0.61,0.10,0.02,0.17,0.17,0.02,0.56,0.10,4.48,0.79
8845.50,60.63,1.45,1767.58,1433.61,0.07,2.00,3.18,0.09,1.00,0.66,0.36,0.72,0.04,0.06,0.26,0.16,0.01,0.35,0.14,15.78,0.88
8846.00,119.33,5.80,31.81,1520.86,0.23,2.92,1.63,0.08,1.00,0.73,0.48,0.46,0.08,0.01,0.17,0.18,0.05,0.48,0.10,34.05,0.39
8846.50,82.24,13.74,63.53,1012.82,0.17,2.89,5.41,0.04,1.00,0.70,0.23,0.69,0.09,0.09,0.34,0.15,0.05,0.06,0.06,0.76,0.82
